GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
1500000US250250003013,250250003013,"Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts",292,72,11,17,0,12,213,67,30,29,38,51,0,12
1500000US250250003014,250250003014,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",340,68,6,9,153,66,138,53,35,25,8,15,0,12
1500000US250250003021,250250003021,"Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts",617,78,0,12,0,12,280,74,293,83,44,52,0,12
1500000US250250003022,250250003022,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",736,81,42,67,118,62,278,106,237,72,34,25,27,24
1500000US250250004011,250250004011,"Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts",738,124,51,42,358,116,206,91,87,79,36,40,0,12
1500000US250250004012,250250004012,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",467,120,9,13,125,65,260,134,73,64,0,12,0,12
1500000US250250004013,250250004013,"Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts",422,94,16,24,65,45,132,90,175,70,34,24,0,12
1500000US250250004014,250250004014,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",1120,142,231,120,565,143,224,83,21,26,32,31,47,35
1500000US250250004021,250250004021,"Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts",543,90,44,48,101,37,130,56,205,78,63,40,0,12
1500000US250250004022,250250004022,"Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts",414,84,0,12,132,62,109,78,114,76,53,45,6,12
1500000US250250004023,250250004023,"Block Group 3, Census Tract 4.02, Suffolk County, Massachusetts",524,104,18,19,115,64,210,66,96,60,28,23,57,54
1500000US250250005021,250250005021,"Block Group 1, Census Tract 5.02, Suffolk County, Massachusetts",506,87,23,18,145,56,221,79,113,56,0,12,4,7
1500000US250250005022,250250005022,"Block Group 2, Census Tract 5.02, Suffolk County, Massachusetts",519,98,58,37,293,98,115,62,46,32,0,12,7,10
1500000US250250005023,250250005023,"Block Group 3, Census Tract 5.02, Suffolk County, Massachusetts",869,88,60,53,559,87,175,70,58,57,9,10,8,12
1500000US250250005024,250250005024,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250005031,250250005031,"Block Group 1, Census Tract 5.03, Suffolk County, Massachusetts",410,82,0,12,155,64,208,78,6,9,41,52,0,12
1500000US250250005032,250250005032,"Block Group 2, Census Tract 5.03, Suffolk County, Massachusetts",875,77,129,78,448,100,271,83,19,18,8,12,0,12
1500000US250250005041,250250005041,"Block Group 1, Census Tract 5.04, Suffolk County, Massachusetts",648,130,54,48,266,121,302,109,26,32,0,12,0,12
1500000US250250005042,250250005042,"Block Group 2, Census Tract 5.04, Suffolk County, Massachusetts",817,137,34,41,555,126,172,103,56,53,0,12,0,12
1500000US250250005043,250250005043,"Block Group 3, Census Tract 5.04, Suffolk County, Massachusetts",666,125,19,30,285,106,293,129,0,12,37,42,32,33
1500000US250250005044,250250005044,"Block Group 4, Census Tract 5.04, Suffolk County, Massachusetts",463,102,13,21,291,116,118,79,22,35,8,13,11,18
1500000US250250006011,250250006011,"Block Group 1, Census Tract 6.01, Suffolk County, Massachusetts",158,49,0,12,8,11,33,24,48,39,14,16,55,30
1500000US250250006012,250250006012,"Block Group 2, Census Tract 6.01, Suffolk County, Massachusetts",583,86,15,17,164,67,222,69,96,61,29,26,57,41
1500000US250250006013,250250006013,"Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts",295,52,0,12,28,22,128,47,106,49,7,11,26,23
1500000US250250006014,250250006014,"Block Group 4, Census Tract 6.01, Suffolk County, Massachusetts",442,66,0,12,137,58,202,60,75,39,21,28,7,10
1500000US250250006021,250250006021,"Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts",681,106,64,48,165,63,311,102,94,49,12,15,35,31
1500000US250250006022,250250006022,"Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts",548,70,41,28,327,69,107,60,65,33,0,12,8,13
1500000US250250006023,250250006023,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",650,102,9,14,307,70,155,75,171,88,8,12,0,12
1500000US250250007011,250250007011,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",586,125,38,33,277,99,211,109,60,72,0,12,0,12
1500000US250250007012,250250007012,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",214,58,15,24,131,66,33,53,17,18,18,21,0,12
1500000US250250007013,250250007013,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",282,74,19,23,117,72,146,56,0,12,0,12,0,12
1500000US250250007014,250250007014,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",452,105,16,26,171,75,211,103,29,32,25,24,0,12
1500000US250250007015,250250007015,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",670,128,37,58,166,83,247,99,206,113,14,22,0,12
1500000US250250007031,250250007031,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",579,84,139,77,236,71,196,66,0,12,0,12,8,12
1500000US250250007032,250250007032,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",548,60,42,29,244,64,152,55,48,37,31,19,31,30
1500000US250250007041,250250007041,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",860,128,35,23,331,125,372,131,76,72,26,32,20,19
1500000US250250007042,250250007042,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",474,137,64,64,219,95,117,67,53,58,21,28,0,12
1500000US250250007043,250250007043,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",609,113,19,25,415,119,122,81,33,34,20,30,0,12
1500000US250250007044,250250007044,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",394,83,28,30,176,70,178,97,12,36,0,12,0,12
1500000US250250008021,250250008021,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",441,79,30,36,156,75,95,63,60,49,46,44,54,50
1500000US250250008022,250250008022,"Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts",756,125,31,35,154,88,367,113,66,44,85,57,53,50
1500000US250250008023,250250008023,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",189,57,0,12,13,20,42,35,73,58,10,18,51,50
1500000US250250008024,250250008024,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",755,96,31,36,63,61,211,91,183,86,148,83,119,78
1500000US250250008025,250250008025,"Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts",731,137,117,93,392,111,197,98,25,27,0,12,0,12
1500000US250250008031,250250008031,"Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts",870,52,93,44,357,77,277,66,135,55,8,12,0,12
1500000US250250008032,250250008032,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250101031,250250101031,"Block Group 1, Census Tract 101.03, Suffolk County, Massachusetts",330,44,176,52,96,38,36,23,6,10,16,25,0,12
1500000US250250101032,250250101032,"Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts",38,28,16,24,16,14,6,9,0,12,0,12,0,12
1500000US250250101033,250250101033,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",105,40,29,29,54,30,22,19,0,12,0,12,0,12
1500000US250250101041,250250101041,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",849,94,101,57,312,102,369,81,67,37,0,12,0,12
1500000US250250101042,250250101042,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",546,94,89,47,252,71,166,58,31,29,8,12,0,12
1500000US250250101043,250250101043,"Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts",604,101,158,64,239,76,149,73,42,45,5,8,11,17
1500000US250250102031,250250102031,"Block Group 1, Census Tract 102.03, Suffolk County, Massachusetts",595,120,36,41,292,124,207,113,60,47,0,12,0,12
1500000US250250102032,250250102032,"Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts",1323,190,273,125,722,207,309,123,19,28,0,12,0,12
1500000US250250102033,250250102033,"Block Group 3, Census Tract 102.03, Suffolk County, Massachusetts",1121,175,272,145,723,179,109,89,17,25,0,12,0,12
1500000US250250102034,250250102034,"Block Group 4, Census Tract 102.03, Suffolk County, Massachusetts",208,65,44,46,98,60,66,39,0,12,0,12,0,12
1500000US250250102041,250250102041,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",226,74,71,58,118,50,37,40,0,12,0,12,0,12
1500000US250250102042,250250102042,"Block Group 2, Census Tract 102.04, Suffolk County, Massachusetts",406,86,84,60,135,65,101,59,69,31,4,6,13,17
1500000US250250102043,250250102043,"Block Group 3, Census Tract 102.04, Suffolk County, Massachusetts",498,91,127,48,172,80,134,78,63,42,0,12,2,4
1500000US250250103001,250250103001,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",152,25,57,25,87,29,8,11,0,12,0,12,0,12
1500000US250250103002,250250103002,"Block Group 2, Census Tract 103, Suffolk County, Massachusetts",159,29,64,29,83,31,7,10,5,7,0,12,0,12
1500000US250250104031,250250104031,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",868,136,302,107,362,134,113,98,46,47,33,47,12,21
1500000US250250104032,250250104032,"Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts",520,116,228,108,210,77,41,38,41,59,0,12,0,12
1500000US250250104033,250250104033,"Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts",567,128,11,18,425,135,65,57,2,9,64,71,0,12
1500000US250250104041,250250104041,"Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts",910,133,191,69,253,101,356,136,95,84,0,12,15,18
1500000US250250104042,250250104042,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",137,48,4,7,57,31,52,34,24,34,0,12,0,12
1500000US250250104043,250250104043,"Block Group 3, Census Tract 104.04, Suffolk County, Massachusetts",487,117,22,25,132,68,257,86,39,48,37,58,0,12
1500000US250250104051,250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",13,13,0,12,0,12,6,8,0,12,0,12,7,10
1500000US250250104052,250250104052,"Block Group 2, Census Tract 104.05, Suffolk County, Massachusetts",552,50,75,48,215,52,195,55,44,26,23,20,0,12
1500000US250250104053,250250104053,"Block Group 3, Census Tract 104.05, Suffolk County, Massachusetts",365,49,127,46,180,51,31,21,22,25,0,12,5,7
1500000US250250104081,250250104081,"Block Group 1, Census Tract 104.08, Suffolk County, Massachusetts",964,34,202,73,466,93,234,78,24,22,38,46,0,12
1500000US250250105001,250250105001,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",344,78,29,22,238,82,65,43,12,13,0,12,0,12
1500000US250250105002,250250105002,"Block Group 2, Census Tract 105, Suffolk County, Massachusetts",801,108,118,60,359,97,176,69,148,73,0,12,0,12
1500000US250250105003,250250105003,"Block Group 3, Census Tract 105, Suffolk County, Massachusetts",589,95,53,35,365,89,123,64,38,34,10,16,0,12
1500000US250250106001,250250106001,"Block Group 1, Census Tract 106, Suffolk County, Massachusetts",1490,129,127,50,754,137,475,116,134,70,0,12,0,12
1500000US250250106002,250250106002,"Block Group 2, Census Tract 106, Suffolk County, Massachusetts",844,109,193,75,311,110,286,70,39,36,15,20,0,12
1500000US250250107011,250250107011,"Block Group 1, Census Tract 107.01, Suffolk County, Massachusetts",583,105,80,52,275,111,115,70,97,59,0,12,16,19
1500000US250250107012,250250107012,"Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts",600,105,109,73,188,81,193,72,78,60,9,14,23,24
1500000US250250107013,250250107013,"Block Group 3, Census Tract 107.01, Suffolk County, Massachusetts",491,91,52,48,290,71,95,49,54,33,0,12,0,12
1500000US250250107021,250250107021,"Block Group 1, Census Tract 107.02, Suffolk County, Massachusetts",636,96,94,65,301,95,101,68,94,74,46,57,0,12
1500000US250250107022,250250107022,"Block Group 2, Census Tract 107.02, Suffolk County, Massachusetts",384,78,99,67,113,48,96,52,51,36,18,28,7,12
1500000US250250107023,250250107023,"Block Group 3, Census Tract 107.02, Suffolk County, Massachusetts",638,80,72,46,244,70,193,66,94,59,35,27,0,12
1500000US250250108011,250250108011,"Block Group 1, Census Tract 108.01, Suffolk County, Massachusetts",431,103,69,51,172,80,130,79,38,33,22,20,0,12
1500000US250250108012,250250108012,"Block Group 2, Census Tract 108.01, Suffolk County, Massachusetts",711,103,134,72,208,74,282,78,79,72,8,14,0,12
1500000US250250108013,250250108013,"Block Group 3, Census Tract 108.01, Suffolk County, Massachusetts",834,109,174,85,244,86,270,90,146,73,0,12,0,12
1500000US250250108021,250250108021,"Block Group 1, Census Tract 108.02, Suffolk County, Massachusetts",683,111,85,68,365,112,198,67,18,17,14,16,3,6
1500000US250250108022,250250108022,"Block Group 2, Census Tract 108.02, Suffolk County, Massachusetts",976,120,144,98,378,94,381,110,42,37,23,35,8,12
1500000US250250108023,250250108023,"Block Group 3, Census Tract 108.02, Suffolk County, Massachusetts",390,69,99,61,84,43,101,44,60,36,19,21,27,26
1500000US250250201011,250250201011,"Block Group 1, Census Tract 201.01, Suffolk County, Massachusetts",498,153,30,38,271,137,120,95,17,27,44,42,16,25
1500000US250250201012,250250201012,"Block Group 2, Census Tract 201.01, Suffolk County, Massachusetts",692,167,202,123,230,95,120,120,74,81,41,35,25,30
1500000US250250201013,250250201013,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",806,145,128,114,335,119,158,86,99,76,56,50,30,35
1500000US250250201014,250250201014,"Block Group 4, Census Tract 201.01, Suffolk County, Massachusetts",881,162,93,70,404,136,250,137,66,48,40,44,28,34
1500000US250250202001,250250202001,"Block Group 1, Census Tract 202, Suffolk County, Massachusetts",1002,124,294,103,359,121,260,101,80,68,0,12,9,15
1500000US250250202002,250250202002,"Block Group 2, Census Tract 202, Suffolk County, Massachusetts",735,117,52,63,269,113,309,101,94,55,11,17,0,12
1500000US250250202003,250250202003,"Block Group 3, Census Tract 202, Suffolk County, Massachusetts",654,105,139,92,289,92,148,75,59,39,19,20,0,12
1500000US250250203011,250250203011,"Block Group 1, Census Tract 203.01, Suffolk County, Massachusetts",239,70,0,12,153,59,86,70,0,12,0,12,0,12
1500000US250250203012,250250203012,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",1204,85,162,71,695,124,258,92,71,52,18,20,0,12
1500000US250250203021,250250203021,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",667,48,100,47,236,65,238,61,63,29,17,20,13,13
1500000US250250203031,250250203031,"Block Group 1, Census Tract 203.03, Suffolk County, Massachusetts",788,138,215,94,448,135,37,35,88,56,0,12,0,12
1500000US250250203032,250250203032,"Block Group 2, Census Tract 203.03, Suffolk County, Massachusetts",340,87,0,12,205,100,111,51,24,29,0,12,0,12
1500000US250250203033,250250203033,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",845,123,76,54,511,118,215,74,43,32,0,12,0,12
1500000US250250301001,250250301001,"Block Group 1, Census Tract 301, Suffolk County, Massachusetts",836,96,94,47,395,97,277,91,70,44,0,12,0,12
1500000US250250301002,250250301002,"Block Group 2, Census Tract 301, Suffolk County, Massachusetts",524,93,9,14,234,87,239,97,21,21,13,20,8,12
1500000US250250302001,250250302001,"Block Group 1, Census Tract 302, Suffolk County, Massachusetts",1083,73,139,78,520,109,393,99,25,25,6,8,0,12
1500000US250250303001,250250303001,"Block Group 1, Census Tract 303, Suffolk County, Massachusetts",1648,148,64,69,826,187,623,184,109,71,14,25,12,20
1500000US250250303002,250250303002,"Block Group 2, Census Tract 303, Suffolk County, Massachusetts",536,112,26,31,279,102,178,108,53,48,0,12,0,12
1500000US250250303003,250250303003,"Block Group 3, Census Tract 303, Suffolk County, Massachusetts",580,128,154,83,299,132,85,66,15,25,12,18,15,23
1500000US250250303004,250250303004,"Block Group 4, Census Tract 303, Suffolk County, Massachusetts",498,120,0,12,414,120,69,53,15,23,0,12,0,12
1500000US250250304001,250250304001,"Block Group 1, Census Tract 304, Suffolk County, Massachusetts",965,89,69,51,440,87,283,88,152,73,13,21,8,15
1500000US250250304002,250250304002,"Block Group 2, Census Tract 304, Suffolk County, Massachusetts",673,98,30,29,462,103,148,66,16,18,0,12,17,14
1500000US250250305001,250250305001,"Block Group 1, Census Tract 305, Suffolk County, Massachusetts",375,61,0,12,101,52,192,58,61,49,13,14,8,14
1500000US250250305002,250250305002,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",684,92,58,41,210,68,371,83,45,30,0,12,0,12
1500000US250250305003,250250305003,"Block Group 3, Census Tract 305, Suffolk County, Massachusetts",543,95,37,40,304,87,160,62,18,17,24,38,0,12
1500000US250250401001,250250401001,"Block Group 1, Census Tract 401, Suffolk County, Massachusetts",501,66,34,33,141,55,199,57,80,34,38,28,9,16
1500000US250250401002,250250401002,"Block Group 2, Census Tract 401, Suffolk County, Massachusetts",760,70,10,15,255,92,302,95,91,47,88,51,14,16
1500000US250250402001,250250402001,"Block Group 1, Census Tract 402, Suffolk County, Massachusetts",310,47,0,12,52,30,98,43,85,39,75,43,0,12
1500000US250250402002,250250402002,"Block Group 2, Census Tract 402, Suffolk County, Massachusetts",432,47,23,18,146,49,103,41,96,34,57,26,7,8
1500000US250250403001,250250403001,"Block Group 1, Census Tract 403, Suffolk County, Massachusetts",454,131,12,19,70,63,251,128,116,91,0,12,5,8
1500000US250250403002,250250403002,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",752,111,0,12,244,91,228,82,174,98,84,49,22,24
1500000US250250403003,250250403003,"Block Group 3, Census Tract 403, Suffolk County, Massachusetts",314,78,0,12,88,44,137,70,78,45,11,17,0,12
1500000US250250403004,250250403004,"Block Group 4, Census Tract 403, Suffolk County, Massachusetts",329,94,11,18,95,64,93,48,105,76,25,20,0,12
1500000US250250403005,250250403005,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",312,52,9,14,58,38,122,63,99,45,24,18,0,12
1500000US250250404011,250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",886,80,81,66,151,78,291,93,248,62,84,58,31,35
1500000US250250404012,250250404012,"Block Group 2, Census Tract 404.01, Suffolk County, Massachusetts",389,78,4,7,218,73,97,48,46,33,8,12,16,24
1500000US250250406001,250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",517,73,7,11,186,76,107,67,160,59,34,29,23,17
1500000US250250406002,250250406002,"Block Group 2, Census Tract 406, Suffolk County, Massachusetts",904,72,40,30,167,64,380,95,186,63,108,72,23,21
1500000US250250408011,250250408011,"Block Group 1, Census Tract 408.01, Suffolk County, Massachusetts",544,92,1,10,237,106,214,87,72,58,20,34,0,12
1500000US250250408012,250250408012,"Block Group 2, Census Tract 408.01, Suffolk County, Massachusetts",328,99,34,53,0,12,113,86,166,82,15,20,0,12
1500000US250250408013,250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",1381,113,65,47,790,141,451,117,75,55,0,12,0,12
1500000US250250501011,250250501011,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",531,81,31,37,11,19,160,66,227,82,102,61,0,12
1500000US250250501012,250250501012,"Block Group 2, Census Tract 501.01, Suffolk County, Massachusetts",771,110,68,44,270,86,233,89,105,62,95,58,0,12
1500000US250250501013,250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",639,82,74,47,178,75,169,76,196,74,14,22,8,12
1500000US250250502001,250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",839,132,25,39,187,78,237,97,327,126,63,62,0,12
1500000US250250502002,250250502002,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",470,100,73,64,144,70,133,49,76,58,32,39,12,18
1500000US250250502003,250250502003,"Block Group 3, Census Tract 502, Suffolk County, Massachusetts",296,98,0,12,16,19,68,55,140,82,72,64,0,12
1500000US250250502004,250250502004,"Block Group 4, Census Tract 502, Suffolk County, Massachusetts",388,108,0,12,50,54,198,89,94,52,30,33,16,18
1500000US250250503001,250250503001,"Block Group 1, Census Tract 503, Suffolk County, Massachusetts",254,48,13,14,43,30,136,49,51,32,11,19,0,12
1500000US250250503002,250250503002,"Block Group 2, Census Tract 503, Suffolk County, Massachusetts",831,57,182,67,368,70,168,63,70,35,43,28,0,12
1500000US250250504001,250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",336,62,44,34,100,47,120,52,45,40,10,11,17,22
1500000US250250504002,250250504002,"Block Group 2, Census Tract 504, Suffolk County, Massachusetts",774,60,79,39,255,62,272,68,129,56,28,21,11,16
1500000US250250505001,250250505001,"Block Group 1, Census Tract 505, Suffolk County, Massachusetts",770,35,54,36,112,50,395,68,127,48,63,29,19,18
1500000US250250506001,250250506001,"Block Group 1, Census Tract 506, Suffolk County, Massachusetts",486,81,72,41,55,27,187,70,153,57,19,21,0,12
1500000US250250506002,250250506002,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",389,82,28,32,58,40,194,66,105,51,0,12,4,7
1500000US250250507001,250250507001,"Block Group 1, Census Tract 507, Suffolk County, Massachusetts",921,99,66,53,141,75,379,95,326,119,0,12,9,13
1500000US250250507002,250250507002,"Block Group 2, Census Tract 507, Suffolk County, Massachusetts",413,93,0,12,40,38,211,81,79,53,59,54,24,22
1500000US250250507003,250250507003,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",420,91,0,12,61,38,242,93,117,71,0,12,0,12
1500000US250250509011,250250509011,"Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts",454,90,19,29,75,46,195,62,113,47,39,37,13,14
1500000US250250509012,250250509012,"Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts",893,91,19,20,192,84,302,111,260,86,92,60,28,27
1500000US250250509013,250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",212,60,8,13,48,35,136,66,20,23,0,12,0,12
1500000US250250510001,250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",924,110,11,16,169,77,335,108,345,106,15,13,49,33
1500000US250250510002,250250510002,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",419,72,8,12,139,51,183,59,89,49,0,12,0,12
1500000US250250510003,250250510003,"Block Group 3, Census Tract 510, Suffolk County, Massachusetts",507,96,37,41,43,33,240,96,175,79,0,12,12,18
1500000US250250511011,250250511011,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",583,135,0,12,101,67,214,89,186,106,82,96,0,12
1500000US250250511012,250250511012,"Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts",802,143,35,54,52,50,404,150,234,113,77,60,0,12
1500000US250250511013,250250511013,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",677,149,0,12,19,32,243,99,258,126,119,74,38,44
1500000US250250511014,250250511014,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",445,103,28,44,13,21,182,88,136,79,86,68,0,12
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",45,52,0,12,0,12,36,57,0,12,9,14,0,12
1500000US250250512002,250250512002,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",758,99,47,42,57,39,404,127,160,61,39,38,51,38
1500000US250250512003,250250512003,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",415,74,0,12,144,63,213,63,58,55,0,12,0,12
1500000US250250601011,250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",430,61,8,13,34,22,148,56,161,70,59,41,20,27
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",351,80,35,40,62,46,203,65,42,31,9,14,0,12
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",423,74,0,12,99,63,170,50,154,65,0,12,0,12
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",508,82,46,38,75,43,298,86,89,56,0,12,0,12
1500000US250250602001,250250602001,"Block Group 1, Census Tract 602, Suffolk County, Massachusetts",501,65,13,14,120,60,130,48,186,65,28,32,24,25
1500000US250250602002,250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",554,69,0,12,75,42,144,38,210,54,114,59,11,8
1500000US250250603011,250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",777,98,61,45,284,87,251,93,111,64,70,49,0,12
1500000US250250603012,250250603012,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",372,76,0,12,79,46,240,74,15,18,38,37,0,12
1500000US250250603013,250250603013,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",589,88,54,40,166,68,200,73,143,68,8,13,18,26
1500000US250250604001,250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",496,103,17,28,46,41,268,107,143,103,12,20,10,17
